id,position,effect
0,15081.0,0.07200439274311066
1,22090.0,-0.11019057035446167
2,71912.0,0.10480374097824097
3,130521.0,-0.19164283573627472
4,143647.0,0.021697720512747765
5,147330.0,0.02665311098098755
6,149250.0,0.16571247577667236
7,164893.0,0.0024283956736326218
8,204573.0,0.021175943315029144
9,230877.0,-0.10927148908376694
10,235984.0,-0.09475461393594742
11,260427.0,0.17704784870147705
12,261884.0,-0.07077144831418991
13,267185.0,-0.007202835753560066
14,272627.0,-0.11129434406757355
15,288584.0,-0.0002799211360979825
16,309665.0,0.07976596802473068
17,324530.0,0.14536936581134796
18,340533.0,0.045166075229644775
19,340636.0,0.031863920390605927
20,344250.0,0.2574155926704407
21,345532.0,-0.024589698761701584
22,360388.0,-0.030436350032687187
23,372188.0,0.13605345785617828
24,390210.0,-0.1534898728132248
25,392424.0,0.023391185328364372
26,393743.0,0.15077722072601318
27,402435.0,-0.008967405185103416
28,408377.0,-0.18033869564533234
29,411082.0,0.10913468152284622
30,470314.0,0.028282463550567627
31,482096.0,0.08401282876729965
32,491761.0,0.019577525556087494
33,507944.0,-0.010100767947733402
34,525919.0,-0.08775746077299118
35,545347.0,-0.03761310875415802
36,603331.0,-0.0528188981115818
37,619986.0,-0.004636737983673811
38,635325.0,0.04679008573293686
39,652025.0,-0.1367013156414032
40,657821.0,-0.027451014146208763
41,675569.0,-0.06708723306655884
42,691283.0,0.038671623915433884
43,703729.0,0.18766668438911438
44,709639.0,-0.02124731056392193
45,737425.0,0.027000486850738525
46,767521.0,0.08051353693008423
47,769276.0,-0.0937122330069542
48,778995.0,0.07231078296899796
49,779486.0,-0.10788676887750626
50,787197.0,-0.016957104206085205
51,818056.0,0.14011041820049286
52,834118.0,-0.11259055137634277
53,847708.0,-0.03262647986412048
54,848212.0,-0.0971103310585022
55,897933.0,0.07757341116666794
56,897974.0,0.014181244187057018
57,908871.0,0.04711056873202324
58,912476.0,0.1742211878299713
59,928695.0,0.02530793286859989
60,937030.0,-0.04086003452539444
61,939287.0,0.2612914741039276
62,943032.0,0.00542052648961544
63,956747.0,-0.004146432504057884
64,957435.0,-0.04007325693964958
65,979724.0,0.016982870176434517
66,981367.0,0.07146665453910828
67,989195.0,-0.12050356715917587
68,1015638.0,0.07206818461418152
69,1076676.0,0.07760506123304367
70,1077136.0,-0.08209634572267532
71,1100987.0,0.016940239816904068
72,1107711.0,-0.09151232987642288
73,1113132.0,0.13683944940567017
74,1119685.0,-0.22158905863761902
75,1164629.0,-0.12118881940841675
76,1184029.0,0.0800912156701088
77,1204222.0,0.05706140771508217
78,1249849.0,0.09347531199455261
79,1269184.0,0.07264482975006104
80,1272662.0,0.11788267642259598
81,1283122.0,-0.0890432596206665
82,1283126.0,0.057754818350076675
83,1328229.0,-0.08077217638492584
84,1331651.0,0.10290681570768356
85,1338732.0,-0.043214041739702225
86,1365082.0,-0.011848540045320988
87,1395109.0,-0.10759972780942917
88,1411928.0,0.10291215032339096
89,1419080.0,0.20178498327732086
90,1419708.0,-0.08893637359142303
91,1496197.0,0.009212465956807137
92,1499054.0,0.05165305733680725
93,1500892.0,-0.032650187611579895
94,1521180.0,0.01322008017450571
95,1528525.0,-0.08426978439092636
96,1530772.0,-0.06398146599531174
97,1541955.0,0.027936315163969994
98,1543731.0,-0.03421782702207565
99,1548408.0,-0.06938519328832626
100,1590846.0,0.08589048683643341
101,1591669.0,-0.04175944626331329
102,1611666.0,0.008746377192437649
103,1665938.0,-0.014549258165061474
104,1666507.0,-0.14451129734516144
105,1675840.0,-0.16736534237861633
106,1725970.0,0.011828871443867683
107,1780035.0,-0.06961487233638763
108,1786158.0,0.21303299069404602
109,1793956.0,0.05410264432430267
110,1841830.0,0.006524136755615473
111,1879029.0,-0.06399344652891159
112,1883636.0,0.030774131417274475
113,1884460.0,-0.038391925394535065
114,1916284.0,-0.20618528127670288
115,1929997.0,-0.04971209168434143
116,1961645.0,-0.033518046140670776
117,1981381.0,-0.096228688955307
118,1993147.0,-0.0282581876963377
119,2020923.0,-0.006324153393507004
120,2021439.0,0.10677389800548553
121,2021975.0,-0.0022482567001134157
122,2023440.0,0.17336754500865936
123,2023703.0,0.01746692880988121
124,2026999.0,-0.1466047316789627
125,2035467.0,-0.07519068568944931
126,2055404.0,0.014648438431322575
127,2061659.0,-0.03536205366253853
128,2068763.0,0.05107693374156952
129,2070027.0,0.010007970966398716
130,2100923.0,-0.06362444907426834
131,2108688.0,-0.03363514691591263
132,2135857.0,0.2532102167606354
133,2138712.0,0.025418657809495926
134,2157731.0,-0.12531064450740814
135,2165064.0,0.06879056245088577
136,2175249.0,-0.19305993616580963
137,2186996.0,-0.016234230250120163
138,2193577.0,-0.039477989077568054
139,2194842.0,0.379418283700943
140,2208962.0,0.09242063015699387
141,2212578.0,0.02635381370782852
142,2219444.0,0.1596689373254776
143,2246114.0,0.23330943286418915
144,2253667.0,0.06896042078733444
145,2286434.0,0.1795484870672226
146,2287674.0,-0.03730189800262451
147,2298848.0,0.05170571431517601
148,2298995.0,-0.09803805500268936
149,2323355.0,0.07533322274684906
150,2330049.0,0.11732058227062225
151,2333235.0,0.10896895825862885
152,2336731.0,0.020540330559015274
153,2350487.0,-0.06872642040252686
154,2355192.0,-0.10438808798789978
155,2400366.0,0.0724073201417923
156,2401998.0,-0.022641578689217567
157,2406017.0,-0.12456802278757095
158,2411373.0,-0.013470973819494247
159,2416577.0,0.12561598420143127
160,2430736.0,-0.06334202736616135
161,2440247.0,-0.07996829599142075
162,2441125.0,-0.007777018938213587
163,2481296.0,-0.06917653977870941
164,2485260.0,0.026332642883062363
165,2487489.0,-0.1906307339668274
166,2503839.0,-0.04615503549575806
167,2506853.0,-0.007087733130902052
168,2536068.0,0.044720012694597244
169,2575880.0,0.019412416964769363
170,2577924.0,0.023053813725709915
171,2598272.0,0.0845046415925026
172,2632682.0,0.07724440842866898
173,2645573.0,-0.022071026265621185
174,2655758.0,-0.053014032542705536
175,2675007.0,0.027933616191148758
176,2710335.0,-0.05919500067830086
177,2731335.0,0.038659945130348206
178,2758707.0,-0.07746090739965439
179,2808139.0,0.0979410707950592
180,2812492.0,0.16370618343353271
181,2856958.0,-0.16736134886741638
182,2862801.0,-0.08548439294099808
183,2862866.0,-0.07962523400783539
184,2916872.0,0.07284951210021973
185,2937199.0,0.13959798216819763
186,2942124.0,-0.03448769822716713
187,2971869.0,0.1199168786406517
188,2986164.0,-0.08834603428840637
189,2987121.0,-0.014551596716046333
190,3000780.0,0.2060687243938446
191,3013810.0,-0.16282327473163605
192,3020966.0,0.03778217360377312
193,3023317.0,0.012348244898021221
194,3029670.0,0.16686993837356567
195,3030690.0,0.07388361543416977
196,3040326.0,-0.10240232944488525
197,3058079.0,-0.2696995139122009
198,3065331.0,-0.05717509239912033
199,3068699.0,-0.21049374341964722
200,3114635.0,-0.135275200009346
201,3130277.0,-0.05135945975780487
202,3130691.0,0.03181299567222595
203,3136942.0,0.0726722851395607
204,3161479.0,-0.1914910525083542
205,3172027.0,0.01905965246260166
206,3184326.0,-0.12139950692653656
207,3189032.0,0.0066626532934606075
208,3193031.0,-0.1291264295578003
209,3226914.0,0.16043716669082642
210,3234701.0,0.10746895521879196
211,3239172.0,0.09109155088663101
212,3250406.0,-0.10699518024921417
213,3274923.0,0.025390896946191788
214,3290138.0,0.017633888870477676
215,3301986.0,0.07287092506885529
216,3305487.0,0.035267435014247894
217,3323812.0,-0.07643037289381027
218,3338252.0,0.21630358695983887
219,3339331.0,0.04795245826244354
220,3358223.0,0.10422873497009277
221,3368727.0,0.0143970912322402
222,3390795.0,0.04061094671487808
223,3406723.0,-0.04290306940674782
224,3412675.0,0.053119391202926636
225,3441541.0,0.09207719564437866
226,3444461.0,0.06587418913841248
227,3453610.0,0.07820623368024826
228,3483538.0,0.14384055137634277
229,3515174.0,-0.029067855328321457
230,3532906.0,-0.004802475683391094
231,3543090.0,-0.09356223791837692
232,3560858.0,-0.044432416558265686
233,3562189.0,-0.07912053912878036
234,3567756.0,0.13171596825122833
235,3610978.0,-0.05743112787604332
236,3618420.0,0.05521436780691147
237,3622275.0,-0.03326907381415367
238,3639925.0,0.12970027327537537
239,3643779.0,0.178121417760849
240,3653669.0,-0.10811422765254974
241,3664100.0,-0.09047678112983704
242,3672145.0,-0.07431456446647644
243,3672589.0,-0.057820193469524384
244,3684840.0,-0.07400871068239212
245,3691513.0,-0.04253942146897316
246,3704167.0,0.0030676478054374456
247,3705454.0,-0.008391612209379673
248,3730020.0,0.028076352551579475
249,3732450.0,-0.07640854269266129
250,3746344.0,0.03168168291449547
251,3757187.0,0.11658091098070145
252,3774163.0,-0.161040797829628
253,3792024.0,-0.010916773229837418
254,3798735.0,-0.04008866474032402
255,3812237.0,-0.07850322872400284
256,3869790.0,-0.028707899153232574
257,3893291.0,-0.013452212326228619
258,3914091.0,0.1104435846209526
259,3938465.0,-0.04170658811926842
260,3941445.0,0.0120020043104887
261,3952501.0,0.034958597272634506
262,3983886.0,-0.043110188096761703
263,3985901.0,0.18480581045150757
264,4031349.0,0.22985561192035675
265,4036285.0,-0.22073401510715485
266,4135168.0,0.13834670186042786
267,4147092.0,0.08774956315755844
268,4162215.0,-0.12186630070209503
269,4167507.0,-0.1289655864238739
270,4183197.0,-0.14105205237865448
271,4189064.0,0.024505414068698883
272,4199706.0,-0.08725311607122421
273,4214954.0,0.005057811737060547
274,4230325.0,-0.023300185799598694
275,4235076.0,-0.07423132658004761
